36,48
37,35
34,22
33,42
33,40
37,31
33,30
31,27
33,31
35,41
34,34
26,33
32,42
32,31
38,33
33,29
47,39
31,36
41,46
33,40
43,34
38,32
28,31
29,36
32,30
28,28
31,41
32,44
35,39
46,37
41,34
34,39
31,36
24,32
27,29
33,29
32,40
30,29
24,30
35,40
34,40
36,30
31,31
31,30
40,31
26,27
32,32
30,30
29,37
34,29
39,30
34,48
39,43
33,27
41,42
33,35
40,37
30,34
35,34
37,40
35,37
34,37
31,47
31,32
31,45
28,38
28,47
33,36
34,35
29,29
38,32
37,32
39,27
34,35
30,25
29,31
39,44
30,43
27,30
38,31
26,36
32,29
32,31
33,38
30,23
35,35
32,30
19,32
33,40
31,35
28,38
37,34
38,32
32,32
26,36
27,43
36,36
39,38
30,40
37,30
29,38
30,30
40,29
32,29
38,41
36,56
37,39
34,29
44,34
38,45
27,30
40,34
35,38
30,35
32,33
39,42
28,23
32,27
27,39
37,38
31,36
31,40
35,42
38,34
44,30
27,24
19,37
35,30
34,39
42,30
45,28
35,25
37,33
23,50
42,29
36,40
30,37
36,40
35,37
35,40
30,40
28,44
30,41
30,28
35,34
28,33
25,29
35,25
40,27
38,39
31,34
28,32
33,32
35,34
32,30
35,34
38,42
36,40
32,32
34,40
45,32
26,29
37,29
49,35
37,50
32,33
40,35
28,49
27,34
41,37
35,27
33,33
24,36
36,41
36,44
31,38
38,27
25,43
41,43
25,35
39,29
27,39
33,35
38,41
27,38
39,30
39,31
24,30
40,29
41,42
43,43
35,30
42,41
37,45
40,43
36,33
31,44
32,34
33,37
26,38
30,39
37,42
45,33
28,35
35,38
35,29
35,28
32,46
40,28
39,32
44,34
32,34
42,37
33,34
42,26
34,40
40,37
31,36
40,40
32,27
38,38
37,33
47,32
27,31
28,35
36,27
47,33
35,33
31,22
34,33
42,40
29,37
40,44
40,34
34,35
28,34
37,26
34,30
24,39
38,33
30,36
24,33
37,27
36,35
32,34
30,34
35,34
32,30
38,33
31,29
36,27
43,43
38,33
31,31
33,32
27,30
36,36
35,31
32,51
38,34
35,30
47,40
28,32
40,28
33,34
38,34
33,36
28,35
37,32
24,34
50,36
41,33
32,40
36,33
30,39
45,45
35,42
31,38
42,34
39,30
20,32
25,36
40,41
45,38
34,28
27,31
31,24
34,40
28,29
31,33
34,44
38,38
32,29
35,35
35,42
35,41
34,39
43,33
33,31
31,35
25,32
27,45
49,35
24,34
31,35
24,31
31,41
36,32
33,41
39,31
34,38
50,29
34,39
31,39
39,26
31,29
30,37
27,28
36,39
41,28
32,36
38,35
42,33
37,35
49,28
34,37
31,35
24,34
29,27
43,28
40,28
42,36
40,29
25,32
27,39
27,33
32,29
36,44
34,28
38,46
29,26
39,42
36,27
35,27
29,27
49,27
50,33
39,36
35,34
34,33
47,26
39,31
30,33
32,37
33,43
33,41
38,38
26,37
26,41
31,36
33,32
41,36
36,30
34,36
36,34
28,19
24,31
40,40
35,35
37,37
29,37
31,37
47,35
30,29
38,37
35,31
35,28
36,37
40,29
37,43
33,25
39,28
41,30
36,48
38,41
39,29
38,31
34,32
36,28
41,37
38,28
35,33
31,32
35,30
32,27
27,40
39,37
30,38
36,30
39,34
27,33
33,37
23,35
38,30
32,36
36,34
25,32
36,41
36,36
37,43
40,37
30,28
35,23
29,37
29,40
33,41
26,30
34,30
29,33
34,36
41,32
30,39
32,27
32,25
40,36
23,34
33,32
41,29
26,36
32,28
27,37
29,42
45,29
35,55
